Listing ID,Title,Description,Price,Sq Ft Price,Summary
cardid49990522,4 BHK Apartment for Sale in Oragadam Chennai,"Nestled amidst lush greenery and beautiful landscapes, Hiranandani Parks in Oragadam, Chennai is a stunning residential project that offers a life of unparalleled bliss and happiness. Offering you a 4 BHK Flat for sale, Hiranandani Parks is the perfect abode for those seeking a lifestyle that is both opulent and peaceful in Oragadam, Chennai. ::::::Property Specifications ::::::Constructed beautifully over the carpet area of 2804 sq ft, this exquisite flat showcasing a Vastu-compliant floor plan invites you to experience happiness, good health, and abundance. Nestled on the 7th floor of a sky-scraping apartment of 16 floors, this tastefully furnished which is equipped with ACs in all rooms has vitrified tile flooring. Facing the northwest direction, this airy and sun-kissed flat encompasses 4 spacious bedrooms and 4 western-style bathrooms with geysers, where three bathrooms are attached and the other bathroom is available for common use. ::::::The flat also features two balconies, where one balcony is attached to the living area and the other balcony opens from the bedroom, thereby offering a stunning view of the podium. Apart from the above, there are also beautifully designed separate living and dining areas as well as a good-sized modular kitchen which is fitted with a branded chimney, a polished granite platform, and a stainless steel sink. Additionally, there is a utility room also attached to the kitchen. ::::::Facilities ::::::At Hiranandani Parks you can enjoy a wonderful lifestyle with some of the most necessary yet prime facilities and amenities banquet hall, conference room, piped gas, coffee lounge & restaurants, bank & ATM, internet/Wi-Fi connectivity, laundry service, service/goods lift, air-conditioned, visitor parking, maintenance staff, waste disposal, jogging and strolling track, outdoor tennis courts, aerobics room, dance studio, indoor games room, indoor squash & badminton courts, kids club, kids play area, meditation area, activity deck4, swimming pool, gymnasium, intercom facility, fire fighting equipment.::::Additional amenities include a park, arts & craft studio, DTH television facility, clubhouse, a private terrace/garden, covered parking spaces for two vehicles, a water supply, and 100% power backup, ensuring that you are never inconvenienced by power cuts. Security is taken care of by a security guard and CCTV cameras, and lifts are available for easy access.::::::Locality ::::::Hiranandani Parks is a lavish residential property which is merely 4km-5km away from the Oragadam Junction which is also the nearest landmark from where the 6-Lane Highway as well as the major means of roadways are close by. Moreover, this apartment also lies in the vicinity of the famous Thriveni Academy Sr. Sec. School and a CBSE School while a few more schools can be found within a kilometer range. Covering a short distance of only a km from this apartment offers you easy access to several leading hospitals, clinics, supermarkets, and shopping malls.",₹ 1.10 Cr,"₹3,923 per sqft",SUPER AREA 2804 sqft STATUS Ready to Move FLOOR 7 out of 16
cardid70472813,2 BHK Apartment for Sale in Kovur Chennai,Null,₹ 48 Lac,"₹5,156 per sqft",CARPET AREA 931 sqft STATUS Ready to Move FLOOR 1 out of 3
cardid61577811,2 BHK Apartment for Sale in Kovur Chennai,Null,₹ 62 Lac,"₹5,849 per sqft",CARPET AREA 880 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid73041417,2 BHK Apartment for Sale in Pallikaranai Chennai,"A spacious 2BHK flat is available for sale on the 6th floor with an eastfacing entrance. The flat is 100 Vastu compliant, wellventilated, and filled with natural sunlight. It features three balconies and is part of a large gated community spread over 55 acres, housing more than 1800 flats. The building has two lifts for convenience. Currently, the flat is occupied by a rent paying tenant.",₹ 89.9 Lac,"₹7,167 per sqft",CARPET AREA 838 sqft STATUS Ready to Move FLOOR 6 out of 7
cardid72739799,2 BHK Apartment for Sale in Chinmaya Nagar Chennai,Null,₹ 55 Lac,"₹6,875 per sqft",CARPET AREA 620 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid74220613,3 BHK Apartment for Sale in Egmore Chennai,Null,₹ 4.50 Cr,Null,CARPET AREA 2750 sqft STATUS Ready to Move FLOOR 4 out of 4
cardid73290723,3 BHK Apartment for Sale in Thiruvanmiyur Chennai,Null,₹ 1.38 Cr,"₹7,709 per sqft",CARPET AREA 1600 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid73938425,3 BHK Apartment for Sale in Navalur Chennai,"Explore the comfort and luxury of this elegantly furnished 3 BHK flat available for sale in Emami Tejomaya, a prestigious residential community in Navalur, Chennai. With a spacious carpet area of 950 square feet, this well-designed apartment is situated on the 6th floor of a 27-storey building, offering a tranquil living experience with a beautiful surrounding view.::::Property Specifications::::The flat features three generously sized bedrooms, each furnished to ensure a cozy and welcoming atmosphere. It includes two bathrooms, one attached to the master bedroom and the other common, both equipped with Western-style fixtures and geysers. The thoughtfully designed living and dining areas are perfect for both relaxation and entertaining. A highlight of the apartment is its modular kitchen, which comes with a chimney, piped gas connection, and an adjoining utility area, making daily chores convenient and efficient.::::A key feature of the apartment is its balcony, which is attached to one of the bedrooms and provides a scenic view of the surroundings, perfect for enjoying your morning coffee or unwinding in the evening. The entire apartment is adorned with vitrified tiles, ensuring a sleek and modern finish.::::The flat is Vaastu compliant and faces west, which aligns with traditional practices for balanced energy flow within the home.::::Facilities ::::Residents of Emami Tejomaya benefit from a range of top-notch facilities. There are two dedicated parking spaces provided, one open and one covered. The property ensures uninterrupted service with 100% power backup, reliable water supply from both borewell and corporation sources, and round-the-clock security with CCTV surveillance. The building features three high-speed lifts for easy access to all floors.::::The community offers a host of amenities designed to enhance the quality of life. These include a well-appointed clubhouse, a refreshing swimming pool, a fully equipped gymnasium, and a kids' play area with water slides. The residents can also enjoy facilities such as a banquet hall, a cafeteria/food court, a bank and ATM, visitor parking, waste disposal services, and ample water storage.::::Locality ::::Located in a prime area, Emami Tejomaya is conveniently close to key landmarks such as Marina Mall. Educational institutions and hospitals are within a kilometer's reach, and there are several malls, supermarkets, banks, and ATMs nearby. Public transport options are readily available, and an upcoming metro station in the vicinity promises enhanced connectivity in the near future.::::This flat in Emami Tejomaya offers a perfect blend of luxury, convenience, and modern amenities, making it an ideal choice for those seeking a refined living experience in Chennai.::",₹ 1.40 Cr,"₹9,315 per sqft",CARPET AREA 950 sqft STATUS Ready to Move FLOOR 6 out of 27
cardid72622243,4 BHK Villa for Sale in Kanathur Chennai,Null,₹ 5 Cr,"₹10,212 per sqft","CARPET AREA 3832 sqft STATUS Ready to Move TRANSACTION Resale FURNISHING Semi-Furnished FACING West OVERLOOKING Garden/Park, Pool"
cardid54551391,2 BHK Apartment for Sale in Madipakkam Chennai,Null,₹ 70 Lac,"₹6,667 per sqft",CARPET AREA 1050 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid74213939,3 BHK Apartment for Sale in Vanagaram Chennai,Null,₹ 98 Lac,"₹7,211 per sqft",CARPET AREA 880 sqft STATUS Ready to Move FLOOR 5 out of 14 TRANSACTION New Property FURNISHING Unfurnished FACING North
cardid72326745,5 BHK Villa for Sale in Akkarai Chennai,Null,₹ 7 Cr,"₹10,753 per sqft",CARPET AREA 6510 sqft STATUS Ready to Move TRANSACTION New Property
cardid74239767,3 BHK Apartment for Sale in Choolaimedu Chennai,Null,₹ 1.40 Cr,"₹9,333 per sqft",CARPET AREA 1050 sqft STATUS Ready to Move FLOOR 1 out of 2 TRANSACTION Resale FURNISHING Semi-Furnished BATHROOM 2
cardid73204159,3 BHK Villa for Sale in Navalur Chennai,Null,₹ 2.10 Cr,"₹9,677 per sqft",SUPER AREA 2170 sqft UNDER CONSTRUCTION Poss. by Sep '24 TRANSACTION Resale
cardid73845227,3 BHK Villa for Sale in Kanchipuram Chennai,Null,₹ 75 Lac,"₹5,474 per sqft",SUPER AREA 1370 sqft STATUS Ready to Move TRANSACTION Resale FURNISHING Unfurnished BATHROOM 3
cardid73486963,2 BHK House for Sale in Ponneri Chennai,Null,₹ 1 Cr,"₹4,323 per sqft",CARPET AREA 1800 sqft STATUS Ready to Move TRANSACTION Resale FURNISHING Semi-Furnished BATHROOM 2 BALCONY 2
cardid74324989,1 BHK Apartment for Sale in Kelambakkam Chennai,Just 5 km away from SIPCOT IT Park Siruseri,₹ 27 Lac,"₹4,376 per sqft",CARPET AREA 225 sqft STATUS Ready to Move FLOOR 8 out of 13
cardid73871149,2 BHK Apartment for Sale in Tambaram West Tambaram Chennai,Null,₹ 55 Lac,"₹5,121 per sqft",SUPER AREA 1074 sqft STATUS Ready to Move FLOOR 3 out of 4
cardid72364283,4 BHK Villa for Sale in Akkarai Chennai,Null,₹ 3.20 Cr,"₹10,492 per sqft",SUPER AREA 3050 sqft STATUS Ready to Move TRANSACTION Resale
cardid73647317,2 BHK Apartment for Sale in Kundrathur Chennai,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.,₹ 65 Lac,"₹4,815 per sqft",CARPET AREA 1200 sqft STATUS Ready to Move FLOOR 7 out of 7
cardid74204161,Plot/Land for Sale in Ponmar Chennai,Null,₹ 85 Lac,"₹3,542 per sqft",PLOT AREA 2400 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid72383889,2 BHK Apartment for Sale in Mangadu Chennai,Null,₹ 54 Lac,"₹6,610 per sqft",SUPER AREA 817 sqft STATUS Ready to Move FLOOR 15 out of 19
cardid71436277,3 BHK House for Sale in Sriperumbudur Chennai,Null,₹ 1.25 Cr,"₹7,754 per sqft",SUPER AREA 1612 sqft STATUS Ready to Move FLOOR 2 out of 2
cardid71752625,Plot/Land for Sale in Uthiramerur Chennai,Null,₹ 7 Lac,₹602 per sqft,PLOT AREA 1162 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid72847943,2 BHK Apartment for Sale in Irumbuliyur Chennai,Null,₹ 45 Lac,"₹4,478 per sqft",SUPER AREA 1005 sqft STATUS Ready to Move FLOOR 1 out of 2 TRANSACTION Resale FURNISHING Unfurnished FACING East
cardid73224031,3 BHK Apartment for Sale in Thaiyur Chennai,Null,₹ 46 Lac,"₹4,032 per sqft",CARPET AREA 1141 sqft STATUS Ready to Move FLOOR 2 out of 7 TRANSACTION Resale FURNISHING Semi-Furnished FACING East
cardid71954671,Plot/Land for Sale in Ayappakkam Chennai,Null,₹ 1.40 Cr,"₹5,341 per sqft",PLOT AREA 2621 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid74249351,Plot/Land for Sale in Madhavaram Milk Colony Chennai,Null,₹ 60 Lac,"₹6,742 per sqft",PLOT AREA 890 sqft DIMENSIONS (L X B) 22 X 40.45 TRANSACTION Resale FLOORS ALLOWED FOR CONSTRUCTION 1 OPEN SIDES 1 WIDTH OF ROAD FACING THE PLOT 5 m
cardid66152689,5 BHK House for Sale in Sriperumbudur Chennai,Null,₹ 2.25 Cr,"₹5,233 per sqft",SUPER AREA 4300 sqft STATUS Ready to Move FLOOR Ground out of 2
cardid70214149,2 BHK Apartment for Sale in Sudarshan Nagar Chennai,Null,₹ 62 Lac,"₹4,769 per sqft",CARPET AREA 1015 sqft STATUS Ready to Move FLOOR 3 out of 3
cardid74198473,1 BHK Apartment for Sale in Velappanchavadi Chennai,Null,₹ 22.5 Lac,"₹3,763 per sqft",SUPER AREA 598 sqft STATUS Ready to Move FLOOR 1 out of 4 TRANSACTION Resale FURNISHING Semi-Furnished BATHROOM 1
cardid74198843,Plot/Land for Sale in Mambakkam Chennai,Null,₹ 19.4 Lac,₹300 per sqft,PLOT AREA 6480 sqft DIMENSIONS (L X B) 90 X 75 OWNERSHIP Freehold
cardid73915669,2 BHK Apartment for Sale in Madhavaram Chennai,Null,₹ 57.4 Lac,"₹7,000 per sqft",CARPET AREA 550 sqft UNDER CONSTRUCTION Poss. by Oct '24 FLOOR 1 out of 3
cardid74041447,Plot/Land for Sale in Oragadam Chennai,Null,₹ 42 Lac,"₹2,333 per sqft",PLOT AREA 1800 sqft DIMENSIONS (L X B) 60 X 30 OWNERSHIP Freehold
cardid65164785,2 BHK Apartment for Sale in Oragadam Chennai,Null,₹ 35 Lac,"₹4,000 per sqft",SUPER AREA 875 sqft STATUS Ready to Move FLOOR 14 out of 17 TRANSACTION Resale FURNISHING Semi-Furnished BATHROOM 2
cardid69785119,2 BHK Apartment for Sale in Guduvancheri Chennai,Null,₹ 32 Lac,"₹3,941 per sqft",CARPET AREA 525 sqft STATUS Ready to Move FLOOR 3 out of 4
cardid73271477,3 BHK Apartment for Sale in A Block Annanagar East Chennai,Null,₹ 2.10 Cr,"₹14,000 per sqft",CARPET AREA 1450 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid73516151,Plot/Land for Sale in Kuvathur Chennai,Null,₹ 26.4 Lac,"₹1,100 per sqft",PLOT AREA 2400 sqft DIMENSIONS (L X B) 60 X 40 OWNERSHIP Freehold
cardid73816435,Plot/Land for Sale in Avadi Chennai,Null,₹ 45 Lac,"₹5,161 per sqft",PLOT AREA 872 sqft TRANSACTION Resale BOUNDARY Yes
cardid55518689,2 BHK Apartment for Sale in Oragadam Chennai,Null,₹ 30 Lac,"₹4,724 per sqft",SUPER AREA 635 sqft STATUS Ready to Move FLOOR 2 out of 3
cardid72319475,Plot/Land for Sale in Valarpuram Chennai,Null,₹ 16.5 Lac,"₹1,650 per sqft",PLOT AREA 1000 sqft DIMENSIONS (L X B) 40 X 25 OWNERSHIP Freehold
cardid74180023,3 BHK Apartment for Sale in Besant Nagar Chennai,Null,₹ 2.40 Cr,"₹19,721 per sqft",SUPER AREA 1217 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid72746813,3 BHK Apartment for Sale in Kellys Chennai,Null,₹ 2.26 Cr,"₹17,042 per sqft",CARPET AREA 1100 sqft STATUS Ready to Move FLOOR 2 out of 4
cardid72903853,2 BHK Apartment for Sale in Villivakkam Chennai,Null,₹ 79.5 Lac,"₹8,500 per sqft",CARPET AREA 750 sqft STATUS Ready to Move FLOOR 1 out of 3 TRANSACTION Resale FURNISHING Unfurnished BATHROOM 2
cardid71148321,Plot/Land for Sale in Thiruporur Chennai,Null,₹ 70 Lac,"₹1,647 per sqft",PLOT AREA 4250 sqft DIMENSIONS (L X B) 85 X 50 OWNERSHIP Freehold
cardid74267053,2 BHK Villa for Sale in Chennai,Null,₹ 31 Lac,Null,CARPET AREA 600 sqft UNDER CONSTRUCTION Poss. by Nov '24 TRANSACTION Resale
cardid72019385,2 BHK Apartment for Sale in Kalavakkam Chennai,"on road property. well maintained community. easy access to ECR beach, Thiruporur Muragan Temple, nearby shops and Malls.",₹ 30 Lac,"₹3,341 per sqft",SUPER AREA 898 sqft STATUS Ready to Move FLOOR 4 out of 12
cardid65361851,2 BHK Villa for Sale in Kovur Chennai,Null,₹ 85 Lac,"₹7,083 per sqft",CARPET AREA 880 sqft STATUS Ready to Move TRANSACTION Resale FURNISHING Unfurnished FACING North BATHROOM 2
cardid73290517,Plot/Land for Sale in Poonamallee Chennai,Null,₹ 44.8 Lac,₹435 per sqft,PLOT AREA 10300 sqft DIMENSIONS (L X B) 162 X 63 OWNERSHIP Freehold
cardid53940839,3 BHK Villa for Sale in Kolapakkam - Vandalur-Kelambakkam Road Chennai,"Situated in one of the prestigious residential locales with excellent connectivity to major parts of the city, this thoughtfully planned 3 BHK villa is up for sale in TVS Emerald GreenAcres, Kolapakkam Vandalu and is also located close to all your useful conveniences.Property SpecificationsCurrently, this residential property is still under construction and will be available for possession by June 2021.Sited in one of the wellplanned residential projects and clubbed with various lifestyle amenities make this residential villa worth buying. Furthermore, this residential villa is bu",₹ 2.50 Cr,"₹11,038 per sqft",CARPET AREA 2265 sqft STATUS Ready to Move TRANSACTION Resale
cardid72076173,Plot/Land for Sale in Walajabad Chennai,Null,₹ 1.50 Cr,"₹3,916 per sqft",PLOT AREA 3830 sqft DIMENSIONS (L X B) 53 X 71 OWNERSHIP Freehold
cardid73514097,Plot/Land for Sale in Ayappakkam Chennai,Null,₹ 2.16 Cr,"₹6,000 per sqft",PLOT AREA 3600 sqft DIMENSIONS (L X B) 60 X 60216 OWNERSHIP Freehold TRANSACTION Resale WIDTH OF ROAD FACING THE PLOT 30 m BOUNDARY Yes
cardid72232897,Plot/Land for Sale in Veppampattu Chennai,Null,₹ 20 Lac,"₹2,500 per sqft",PLOT AREA 800 sqft OWNERSHIP Freehold TRANSACTION Resale
cardid73076551,2 BHK Apartment for Sale in Pallikaranai Chennai,Null,₹ 39 Lac,"₹4,588 per sqft",CARPET AREA 625 sqft STATUS Ready to Move FLOOR 1 out of 2
cardid70877593,2 BHK Apartment for Sale in Oragadam Chennai,"Nestled within the verdant surroundings of Hiranandani Parks in Oragadam, Chennai, this 2 BHK flat offers a premium living space amidst lush greenery, promising tranquility and modern comfort.::::::Property specifications::::::::::::Spanning across a generous super area of 1437 sqft, this residence sits majestically on the 14th floor of a meticulously designed tower, which is part of a grand complex comprising 27 floors. The unit is delivered unfurnished, providing a blank canvas for residents to personalize according to their tastes and preferences. ::::::The apartment's design prioritizes both aesthetics and functionality, boasting airy, spacious layouts enhanced by excellent cross-ventilation and ample natural light. with two spacious bedrooms and two bathrooms, the flat offers ample space for comfortable living. ::::::The layout features a thoughtfully segregated living and dining area, complemented by a functional kitchen and a utility space conveniently attached to it. Adorned with sleek vitrified tiles, the flooring exudes a contemporary charm, adding to the overall elegance of the abode.::::::Facilities::::::::::This abode doesn't just promise comfort; it delivers an unparalleled lifestyle enriched with prime facilities including covered parking, 24 hours water supply, 100% power backup, security guard, CCTVs, intercom facility, three lifts, and more. ::::::Hiranandani Parks is a premium, well-planned and a self-sustained community with 30+ leisure amenities including a lavish full-fledged clubhouse, swimming pool, gym, landscaped gardens with jogging and strolling track, banquet hall, aerobics room, dedicated children play areas, auditorium and more. ::::::For the sports enthusiasts, the sports colosseum beckons with its impressive array of facilities, including a prestigious golf course, volleyball and football courts, a sprawling cricket ground, and an indoor games room brimming with excitement.::::::Locality::::::::::::::::Positioned as a landmark within Hiranandani Parks Oragadam, this property enjoys proximity to essential amenities. Within a 1km radius, schools and hospitals stand ready to cater to educational and healthcare needs, while malls and supermarkets offer convenient shopping options. Banks and ATMs are also conveniently located nearby, ensuring hassle-free financial transactions. ::::::Oragadam itself is well-connected, boasting easy accessibility via public transportation. It enjoys favorable connectivity to key destinations such as Koyembedu, Central, and Egmore railway stations. Additionally, strategically situated between GST Road and NH-4, it offers residents the convenience of an hour's drive to both the Chennai International Airport and the proposed international airport, promising effortless travel for both leisure and business purposes.::",₹ 68 Lac,"₹4,732 per sqft",SUPER AREA 1437 sqft STATUS Ready to Move FLOOR 14 out of 27
